id,Unhealthy,name,State,County,Max_AQI
48339,5,Montgomery Texas,Texas,Montgomery,143
48349,6,Navarro Texas,Texas,Navarro,193
48355,1,Nueces Texas,Texas,Nueces,107
48361,2,Orange Texas,Texas,Orange,111
48367,0,Parker Texas,Texas,Parker,90
48373,0,Polk Texas,Texas,Polk,74
48375,4,Potter Texas,Texas,Potter,110
48381,2,Randall Texas,Texas,Randall,112
48395,0,Robertson Texas,Texas,Robertson,17
48397,0,Rockwall Texas,Texas,Rockwall,87
48401,7,Rusk Texas,Texas,Rusk,129
48423,1,Smith Texas,Texas,Smith,133
48439,1,Tarrant Texas,Texas,Tarrant,119
48449,0,Titus Texas,Texas,Titus,54
48453,1,Travis Texas,Texas,Travis,115
48469,0,Victoria Texas,Texas,Victoria,87
48479,1,Webb Texas,Texas,Webb,109
49003,2,Box Elder Utah,Utah,Box Elder,121
49005,7,Cache Utah,Utah,Cache,137
49007,1,Carbon Utah,Utah,Carbon,108
49011,5,Davis Utah,Utah,Davis,119
49013,11,Duchesne Utah,Utah,Duchesne,177
49017,0,Garfield Utah,Utah,Garfield,80
49021,0,Iron Utah,Utah,Iron,84
49035,15,Salt Lake Utah,Utah,Salt Lake,132
49037,0,San Juan Utah,Utah,San Juan,93
49045,1,Tooele Utah,Utah,Tooele,105
49047,17,Uintah Utah,Utah,Uintah,205
49049,0,Utah Utah,Utah,Utah,97
49053,0,Washington Utah,Utah,Washington,93
49057,2,Weber Utah,Utah,Weber,108
50003,0,Bennington Vermont,Vermont,Bennington,68
50007,0,Chittenden Vermont,Vermont,Chittenden,80
50021,0,Rutland Vermont,Vermont,Rutland,77
#N/A,0,St Croix Virgin Islands,Virgin Islands,St Croix,71
#N/A,0,St Thomas Virgin Islands,Virgin Islands,St Thomas,91
51003,0,Albemarle Virginia,Virginia,Albemarle,67
51510,0,Alexandria City Virginia,Virginia,Alexandria City,16
51013,1,Arlington Virginia,Virginia,Arlington,112
51023,0,Botetourt Virginia,Virginia,Botetourt,71
51520,0,Bristol City Virginia,Virginia,Bristol City,68
51033,0,Caroline Virginia,Virginia,Caroline,71
51035,0,Carroll Virginia,Virginia,Carroll,18
51036,0,Charles Virginia,Virginia,Charles,84
51041,0,Chesterfield Virginia,Virginia,Chesterfield,87
51580,2,Covington City Virginia,Virginia,Covington City,121
51059,1,Fairfax Virginia,Virginia,Fairfax,101
51061,0,Fauquier Virginia,Virginia,Fauquier,64
51069,0,Frederick Virginia,Virginia,Frederick,93
51071,2,Giles Virginia,Virginia,Giles,134
51650,0,Hampton City Virginia,Virginia,Hampton City,84
51085,0,Hanover Virginia,Virginia,Hanover,74
51087,0,Henrico Virginia,Virginia,Henrico,100
51670,0,Hopewell City Virginia,Virginia,Hopewell City,16
51107,0,Loudoun Virginia,Virginia,Loudoun,74
51680,0,Lynchburg City Virginia,Virginia,Lynchburg City,55
51113,0,Madison Virginia,Virginia,Madison,67
51710,0,Norfolk City Virginia,Virginia,Norfolk City,61
51147,0,Prince Edward Virginia,Virginia,Prince Edward,67
51153,0,Prince William Virginia,Virginia,Prince William,67
51760,0,Richmond City Virginia,Virginia,Richmond City,76
51161,0,Roanoke Virginia,Virginia,Roanoke,71
51163,0,Rockbridge Virginia,Virginia,Rockbridge,71
51165,0,Rockingham Virginia,Virginia,Rockingham,65
51775,0,Salem City Virginia,Virginia,Salem City,60
51179,0,Stafford Virginia,Virginia,Stafford,67
51800,0,Suffolk City Virginia,Virginia,Suffolk City,97
51810,0,Virginia Beach City Virginia,Virginia,Virginia Beach City,62
51840,0,Winchester City Virginia,Virginia,Winchester City,23
51197,0,Wythe Virginia,Virginia,Wythe,71
53001,0,Adams Washington,Washington,Adams,69
53003,0,Asotin Washington,Washington,Asotin,72
53005,0,Benton Washington,Washington,Benton,80
53007,0,Chelan Washington,Washington,Chelan,76
53009,0,Clallam Washington,Washington,Clallam,70
53011,1,Clark Washington,Washington,Clark,128
53013,0,Columbia Washington,Washington,Columbia,55
53015,0,Cowlitz Washington,Washington,Cowlitz,76
53021,0,Franklin Washington,Washington,Franklin,56
53023,0,Garfield Washington,Washington,Garfield,49
53025,0,Grant Washington,Washington,Grant,62
53027,0,Grays Harbor Washington,Washington,Grays Harbor,40
53031,0,Jefferson Washington,Washington,Jefferson,51
53033,0,King Washington,Washington,King,90
53035,0,Kitsap Washington,Washington,Kitsap,75
53037,0,Kittitas Washington,Washington,Kittitas,71
53039,0,Klickitat Washington,Washington,Klickitat,64
53041,0,Lewis Washington,Washington,Lewis,62
53045,0,Mason Washington,Washington,Mason,70
53047,0,Okanogan Washington,Washington,Okanogan,87
53053,2,Pierce Washington,Washington,Pierce,142
53055,0,San Juan Washington,Washington,San Juan,39
53057,0,Skagit Washington,Washington,Skagit,53
53061,1,Snohomish Washington,Washington,Snohomish,114
53063,0,Spokane Washington,Washington,Spokane,87
53065,0,Stevens Washington,Washington,Stevens,100
53067,0,Thurston Washington,Washington,Thurston,71
53071,0,Walla Walla Washington,Washington,Walla Walla,63
53073,6,Whatcom Washington,Washington,Whatcom,122
53075,0,Whitman Washington,Washington,Whitman,53
53077,3,Yakima Washington,Washington,Yakima,114
54003,0,Berkeley West Virginia,West Virginia,Berkeley,74
54009,2,Brooke West Virginia,West Virginia,Brooke,112
54011,0,Cabell West Virginia,West Virginia,Cabell,71
54021,0,Gilmer West Virginia,West Virginia,Gilmer,58
54025,0,Greenbrier West Virginia,West Virginia,Greenbrier,84
54029,0,Hancock West Virginia,West Virginia,Hancock,93
54033,0,Harrison West Virginia,West Virginia,Harrison,55
54039,0,Kanawha West Virginia,West Virginia,Kanawha,93
54049,0,Marion West Virginia,West Virginia,Marion,55
54051,0,Marshall West Virginia,West Virginia,Marshall,74
54053,1,Mason West Virginia,West Virginia,Mason,103
54057,13,Mineral West Virginia,West Virginia,Mineral,161
54061,0,Monongalia West Virginia,West Virginia,Monongalia,74
54069,0,Ohio West Virginia,West Virginia,Ohio,67
54093,0,Tucker West Virginia,West Virginia,Tucker,61
54107,0,Wood West Virginia,West Virginia,Wood,87
55003,0,Ashland Wisconsin,Wisconsin,Ashland,78
55009,0,Brown Wisconsin,Wisconsin,Brown,97
55021,0,Columbia Wisconsin,Wisconsin,Columbia,71
55025,0,Dane Wisconsin,Wisconsin,Dane,93
55027,1,Dodge Wisconsin,Wisconsin,Dodge,122
55029,1,Door Wisconsin,Wisconsin,Door,112
55035,0,Eau Claire Wisconsin,Wisconsin,Eau Claire,92
55039,0,Fond du Lac Wisconsin,Wisconsin,Fond du Lac,100
55041,0,Forest Wisconsin,Wisconsin,Forest,97
55043,1,Grant Wisconsin,Wisconsin,Grant,104
55055,0,Jefferson Wisconsin,Wisconsin,Jefferson,100
55059,2,Kenosha Wisconsin,Wisconsin,Kenosha,119
55061,0,Kewaunee Wisconsin,Wisconsin,Kewaunee,90
55063,0,La Crosse Wisconsin,Wisconsin,La Crosse,81
55071,0,Manitowoc Wisconsin,Wisconsin,Manitowoc,100
55073,0,Marathon Wisconsin,Wisconsin,Marathon,84
55079,2,Milwaukee Wisconsin,Wisconsin,Milwaukee,101
55085,0,Oneida Wisconsin,Wisconsin,Oneida,52
55087,2,Outagamie Wisconsin,Wisconsin,Outagamie,119
55089,2,Ozaukee Wisconsin,Wisconsin,Ozaukee,108
55101,1,Racine Wisconsin,Wisconsin,Racine,115
55105,0,Rock Wisconsin,Wisconsin,Rock,77
55111,1,Sauk Wisconsin,Wisconsin,Sauk,107
55117,2,Sheboygan Wisconsin,Wisconsin,Sheboygan,108
55119,0,Taylor Wisconsin,Wisconsin,Taylor,85
55125,0,Vilas Wisconsin,Wisconsin,Vilas,90
55127,1,Walworth Wisconsin,Wisconsin,Walworth,112
55133,1,Waukesha Wisconsin,Wisconsin,Waukesha,115
56001,0,Albany Wyoming,Wyoming,Albany,90
56003,0,Big Horn Wyoming,Wyoming,Big Horn,77
56005,0,Campbell Wyoming,Wyoming,Campbell,79
56007,1,Carbon Wyoming,Wyoming,Carbon,112
56009,0,Converse Wyoming,Wyoming,Converse,97
56013,1,Fremont Wyoming,Wyoming,Fremont,122
56019,0,Johnson Wyoming,Wyoming,Johnson,80
56021,0,Laramie Wyoming,Wyoming,Laramie,74
56023,0,Lincoln Wyoming,Wyoming,Lincoln,56
56025,0,Natrona Wyoming,Wyoming,Natrona,74
56029,0,Park Wyoming,Wyoming,Park,77
56031,1,Platte Wyoming,Wyoming,Platte,108
56033,0,Sheridan Wyoming,Wyoming,Sheridan,90
56035,11,Sublette Wyoming,Wyoming,Sublette,200
56037,3,Sweetwater Wyoming,Wyoming,Sweetwater,133
56039,0,Teton Wyoming,Wyoming,Teton,87
56041,1,Uinta Wyoming,Wyoming,Uinta,101
56045,0,Weston Wyoming,Wyoming,Weston,71
